customer_id,signup_date,age_group,gender,city,customer_type,loyalty_tier
C0877,2021-04-15,46-55,Male,Newcastle,New,Bronze
C0878,2021-09-26,36-45,Male,Leeds,New,Gold
C0879,2021-08-13,56-65,Female,Sheffield,New,Gold
C0880,2020-01-28,26-35,Non-binary,Liverpool,New,Gold
C0881,2020-10-08,56-65,Male,Cardiff,Returning,Silver
C0882,2023-06-27,36-45,Female,Edinburgh,New,Bronze
C0883,2024-05-12,26-35,Male,Edinburgh,Returning,Silver
C0884,2022-07-28,36-45,Female,Newcastle,New,Silver
C0885,2024-02-26,56-65,Female,Edinburgh,New,Silver
C0886,2020-08-08,18-25,Male,Glasgow,New,Bronze
C0887,2021-07-30,36-45,Male,Glasgow,Returning,Silver
C0888,2023-12-15,26-35,Female,Edinburgh,New,Bronze
C0889,2022-10-01,46-55,Prefer not to say,Glasgow,New,Bronze
C0890,2024-04-17,26-35,Male,Newcastle,Returning,Gold
C0891,2020-08-11,26-35,Female,Glasgow,Returning,Bronze
C0892,2023-09-16,56-65,Female,Nottingham,New,Silver
C0893,2022-08-21,46-55,Female,Liverpool,Returning,Gold
C0894,2020-10-24,26-35,Female,Belfast,New,Silver
C0895,2023-11-01,18-25,Female,Birmingham,New,Silver
C0896,2020-03-16,18-25,Male,Southampton,New,Bronze
C0897,2021-03-15,46-55,Female,Manchester,New,Silver
C0898,2022-04-03,56-65,Male,Manchester,New,Silver
C0899,2022-11-04,36-45,Female,Manchester,New,Silver
C0900,2021-01-30,36-45,Male,Cardiff,Returning,Gold
C0901,2023-10-02,26-35,Male,Birmingham,New,Gold
C0902,2023-12-24,46-55,Female,London,Returning,Silver
C0903,2022-07-28,46-55,Female,Liverpool,New,Bronze
C0904,2020-12-27,18-25,Female,Birmingham,New,Silver
C0905,2024-03-18,18-25,Female,Newcastle,New,Bronze
C0906,2024-01-30,26-35,Female,Edinburgh,Returning,Bronze
C0907,2022-12-25,36-45,Female,Manchester,Returning,Silver
C0908,2023-03-04,46-55,Female,Manchester,Returning,Gold
C0909,2021-01-21,18-25,Male,Southampton,New,Bronze
C0910,2021-12-18,26-35,Male,Manchester,New,Gold
C0911,2023-01-18,26-35,Male,Edinburgh,Returning,Bronze
C0912,2022-03-01,36-45,Male,London,Returning,Silver
C0913,2022-04-10,46-55,Female,Manchester,New,Gold
C0914,2024-06-25,65+,Male,Southampton,New,Bronze
C0915,2020-10-13,18-25,Male,Newcastle,Returning,Bronze
C0916,2020-11-17,36-45,Female,Leeds,Returning,Bronze
C0917,2020-01-29,36-45,Female,Glasgow,New,Bronze
C0918,2022-12-13,36-45,Female,Cardiff,New,Bronze
C0919,2023-03-08,26-35,Female,Glasgow,New,Bronze
C0920,2023-10-30,36-45,Female,Southampton,Returning,Silver
C0921,2023-10-22,36-45,Female,Newcastle,New,Silver
C0922,2023-04-18,56-65,Female,Belfast,New,Silver
C0923,2021-04-12,36-45,Female,London,New,Silver
C0924,2021-07-08,26-35,Female,Sheffield,New,Bronze
C0925,2022-01-16,26-35,Male,Southampton,New,Gold
C0926,2021-07-11,18-25,Male,Sheffield,New,Bronze
C0927,2022-10-29,36-45,Female,Leicester,Returning,Gold
C0928,2021-10-05,46-55,Male,Birmingham,Returning,Silver
C0929,2023-11-08,26-35,Male,Birmingham,Returning,Gold
C0930,2021-03-22,26-35,Male,Cardiff,New,Silver
C0931,2022-01-27,56-65,Female,Nottingham,Returning,Bronze
C0932,2023-08-23,36-45,Female,Birmingham,Returning,Bronze
C0933,2023-03-01,46-55,Male,Manchester,New,Bronze
C0934,2023-03-19,26-35,Female,Belfast,Returning,Silver
C0935,2021-05-15,46-55,Female,Leicester,New,Silver
C0936,2022-03-13,26-35,Female,Glasgow,New,Bronze
C0937,2023-02-11,18-25,Female,Nottingham,Returning,Bronze
C0938,2023-05-13,36-45,Male,Edinburgh,Returning,Bronze
C0939,2023-09-06,36-45,Male,London,Returning,Bronze
C0940,2020-01-18,46-55,Female,Liverpool,Returning,Bronze
C0941,2021-12-18,46-55,Male,Glasgow,New,Gold
C0942,2024-01-15,65+,Female,London,Returning,Bronze
C0943,2021-12-01,26-35,Female,Bristol,Returning,Silver
C0944,2021-12-14,36-45,Male,London,New,Bronze
C0945,2021-04-25,18-25,Female,Liverpool,Returning,Gold
C0946,2022-12-04,26-35,Female,Glasgow,Returning,Bronze
C0947,2023-10-13,56-65,Male,Manchester,New,Bronze
C0948,2022-09-22,65+,Female,Newcastle,New,Silver
C0949,2020-01-12,18-25,Male,Southampton,New,Bronze
C0950,2023-12-19,56-65,Male,Liverpool,Returning,Silver
C0951,2022-11-12,46-55,Female,Liverpool,Returning,Bronze
C0952,2023-11-11,18-25,Female,Leeds,New,Silver
C0953,2020-06-17,56-65,Female,Newcastle,Returning,Bronze
C0954,2022-01-07,56-65,Male,Glasgow,Returning,Bronze
C0955,2020-03-12,26-35,Male,Southampton,Returning,Bronze
C0956,2022-03-17,18-25,Female,Southampton,Returning,Silver
C0957,2021-02-18,36-45,Male,Sheffield,New,Gold
C0958,2022-04-21,18-25,Female,Sheffield,Returning,Silver
C0959,2021-07-20,36-45,Male,Sheffield,New,Bronze
C0960,2024-03-07,56-65,Non-binary,Edinburgh,Returning,Bronze
C0961,2021-07-20,36-45,Male,Birmingham,New,Bronze
C0962,2021-05-09,46-55,Female,Leeds,Returning,Gold
C0963,2022-01-21,56-65,Male,Manchester,New,Silver
C0964,2021-01-24,36-45,Female,Edinburgh,Returning,Bronze
C0965,2021-06-21,18-25,Male,Sheffield,Returning,Silver
C0966,2022-05-09,46-55,Female,Leicester,Returning,Gold
C0967,2023-05-31,56-65,Female,Leeds,New,Silver
C0968,2024-01-13,26-35,Female,Nottingham,New,Bronze
C0969,2020-06-23,18-25,Male,Leicester,Returning,Silver
C0970,2023-03-31,46-55,Female,Leicester,New,Silver
C0971,2023-07-26,56-65,Female,Bristol,Returning,Bronze
C0972,2022-03-17,26-35,Male,Edinburgh,New,Bronze
C0973,2022-10-06,56-65,Female,Leicester,New,Silver
C0974,2021-02-23,18-25,Female,Edinburgh,Returning,Silver
C0975,2020-08-21,26-35,Male,Sheffield,Returning,Bronze
C0976,2021-12-22,18-25,Male,Manchester,New,Silver
C0977,2023-09-23,18-25,Female,Cardiff,New,Bronze
C0978,2022-07-27,36-45,Male,Cardiff,New,Bronze
C0979,2020-10-13,56-65,Female,Edinburgh,New,Bronze
C0980,2023-02-12,36-45,Female,Cardiff,New,Silver
C0981,2021-06-05,56-65,Female,Newcastle,New,Bronze
C0982,2023-07-20,36-45,Female,Leicester,Returning,Bronze
C0983,2022-05-12,36-45,Male,Leicester,New,Silver
C0984,2023-11-21,26-35,Female,Liverpool,New,Bronze
C0985,2024-02-04,36-45,Female,Cardiff,Returning,Gold
C0986,2020-05-05,46-55,Male,Leicester,Returning,Silver
C0987,2020-06-21,26-35,Female,Belfast,Returning,Gold
C0988,2022-01-13,26-35,Female,Manchester,New,Gold
C0989,2021-04-05,26-35,Male,Nottingham,Returning,Silver
C0990,2023-12-13,26-35,Male,London,Returning,Gold
C0991,2023-08-22,26-35,Female,Leeds,New,Gold
C0992,2021-12-12,26-35,Male,Edinburgh,New,Silver
C0993,2020-11-15,26-35,Female,Bristol,New,Gold
C0994,2024-05-27,18-25,Male,Belfast,New,Gold
C0995,2024-03-15,56-65,Female,Newcastle,New,Bronze
C0996,2020-05-06,65+,Female,Cardiff,New,Silver
C0997,2023-03-06,26-35,Male,Leeds,Returning,Bronze
C0998,2021-02-11,26-35,Male,Nottingham,New,Gold
C0999,2021-08-22,26-35,Female,London,New,Bronze
C1000,2021-11-21,46-55,Female,Birmingham,New,Gold
C1001,2020-03-02,46-55,Female,Southampton,New,Bronze
C1002,2020-07-23,18-25,Female,Nottingham,Returning,Bronze
C1003,2020-08-12,26-35,Male,London,Returning,Bronze
C1004,2024-05-05,46-55,Female,Leeds,New,Silver
C1005,2024-04-15,65+,Female,Newcastle,New,Gold
C1006,2024-02-01,36-45,Female,London,New,Bronze
C1007,2024-03-22,26-35,Male,Manchester,Returning,Silver
C1008,2022-06-23,36-45,Male,Glasgow,Returning,Silver
C1009,2021-08-18,18-25,Male,Cardiff,Returning,Silver
C1010,2022-10-04,56-65,Female,Newcastle,Returning,Silver
C1011,2023-05-03,18-25,Male,Nottingham,New,Bronze
C1012,2021-09-09,46-55,Male,Glasgow,Returning,Gold
C1013,2024-05-23,56-65,Female,Leeds,New,Silver
C1014,2021-10-25,36-45,Male,Leeds,New,Bronze
C1015,2021-08-20,56-65,Female,Liverpool,Returning,Bronze
C1016,2020-04-18,18-25,Female,Leicester,New,Gold
C1017,2024-05-24,36-45,Female,Liverpool,New,Bronze
C1018,2021-08-25,56-65,Female,Cardiff,New,Gold
C1019,2022-07-18,65+,Male,Edinburgh,New,Gold
C1020,2022-05-18,56-65,Female,Edinburgh,Returning,Bronze
C1021,2024-01-01,26-35,Male,Liverpool,New,Gold
C1022,2022-06-10,65+,Female,Leicester,New,Silver
C1023,2021-03-01,26-35,Female,Nottingham,New,Bronze
C1024,2023-04-30,46-55,Male,Leicester,New,Gold
C1025,2022-09-23,26-35,Male,Leeds,New,Silver
C1026,2021-01-27,18-25,Female,Leeds,Returning,Silver
C1027,2022-02-07,18-25,Male,Bristol,Returning,Silver
C1028,2021-04-19,36-45,Female,Belfast,Returning,Bronze
C1029,2020-08-27,46-55,Female,Nottingham,New,Silver
C1030,2023-03-02,26-35,Male,Bristol,New,Silver
C1031,2021-12-23,56-65,Male,Leeds,Returning,Bronze
C1032,2023-02-07,56-65,Female,Manchester,Returning,Silver
C1033,2020-11-26,56-65,Female,Leicester,New,Bronze
C1034,2023-09-22,36-45,Male,London,Returning,Gold
C1035,2020-06-23,36-45,Male,Belfast,New,Bronze
C1036,2020-03-05,18-25,Female,Southampton,Returning,Gold
C1037,2023-02-23,26-35,Female,Nottingham,New,Silver
C1038,2020-05-10,26-35,Male,Belfast,New,Bronze
C1039,2023-04-28,26-35,Female,Liverpool,New,Silver
C1040,2022-11-19,26-35,Male,Southampton,Returning,Silver
C1041,2020-11-26,26-35,Male,Newcastle,New,Silver
C1042,2021-06-16,18-25,Female,Birmingham,New,Bronze
C1043,2021-08-31,18-25,Male,Cardiff,Returning,Bronze
C1044,2022-07-30,26-35,Male,Newcastle,Returning,Bronze
C1045,2023-07-03,36-45,Male,Cardiff,New,Gold
C1046,2022-02-03,36-45,Female,Newcastle,New,Gold
C1047,2023-10-07,36-45,Male,Manchester,New,Gold
C1048,2022-08-21,36-45,Female,Leeds,Returning,Bronze
C1049,2021-09-21,36-45,Female,Leicester,Returning,Gold
C1050,2022-10-24,56-65,Female,Southampton,New,Silver
C1051,2022-05-25,26-35,Female,Edinburgh,Returning,Gold
C1052,2024-02-04,36-45,Female,Leeds,Returning,Gold
C1053,2022-03-01,36-45,Male,Bristol,New,Silver
C1054,2024-02-17,26-35,Female,London,Returning,Silver
C1055,2023-02-20,26-35,Female,Leeds,Returning,Bronze
C1056,2024-05-01,26-35,Male,Birmingham,Returning,Silver
C1057,2023-02-14,18-25,Female,Bristol,New,Bronze
C1058,2021-05-06,46-55,Female,Newcastle,Returning,Gold
C1059,2023-11-21,18-25,Male,London,New,Bronze
C1060,2024-03-24,26-35,Male,Leeds,New,Bronze
C1061,2024-06-16,36-45,Female,Southampton,New,Gold
C1062,2020-07-20,26-35,Female,London,New,Silver
C1063,2021-02-16,26-35,Female,Newcastle,New,Bronze
C1064,2021-03-24,36-45,Male,Glasgow,Returning,Gold
C1065,2023-09-13,36-45,Female,Edinburgh,New,Silver
C1066,2020-06-02,18-25,Female,Leeds,Returning,Silver
C1067,2023-01-25,36-45,Female,Glasgow,Returning,Silver
C1068,2023-05-07,36-45,Female,Bristol,Returning,Gold
C1069,2024-03-11,56-65,Male,Southampton,New,Bronze
C1070,2021-10-17,36-45,Male,Leeds,New,Bronze
C1071,2021-10-11,18-25,Female,Liverpool,New,Silver
C1072,2022-10-17,18-25,Female,Newcastle,Returning,Bronze
C1073,2020-03-19,56-65,Male,Edinburgh,New,Silver
C1074,2021-10-12,18-25,Male,Glasgow,New,Silver
C1075,2021-12-10,18-25,Female,Leeds,New,Gold
C1076,2021-06-15,18-25,Male,Edinburgh,New,Bronze
C1077,2021-01-29,26-35,Female,Cardiff,New,Bronze
C1078,2022-03-25,18-25,Male,London,Returning,Silver
C1079,2022-02-08,36-45,Female,Glasgow,New,Bronze
C1080,2023-09-14,36-45,Female,Southampton,New,Silver
C1081,2021-03-01,36-45,Male,Nottingham,Returning,Bronze
C1082,2024-05-15,18-25,Male,Sheffield,New,Gold
C1083,2023-04-03,46-55,Female,Manchester,New,Bronze
C1084,2023-03-22,46-55,Female,Glasgow,Returning,Bronze
C1085,2021-08-14,26-35,Female,Manchester,New,Gold
C1086,2020-01-18,26-35,Female,Sheffield,Returning,Silver
C1087,2020-07-17,36-45,Male,Leeds,Returning,Silver
C1088,2021-12-06,26-35,Female,Sheffield,New,Gold
C1089,2021-05-12,26-35,Female,Leicester,New,Gold
C1090,2022-02-06,26-35,Female,Liverpool,New,Gold
C1091,2020-06-15,46-55,Male,Southampton,New,Bronze
C1092,2024-03-28,36-45,Male,Cardiff,Returning,Bronze
C1093,2022-11-26,36-45,Female,Sheffield,Returning,Gold
C1094,2022-11-14,46-55,Female,Birmingham,New,Bronze
C1095,2021-09-25,56-65,Male,Leicester,New,Bronze
C1096,2023-05-01,36-45,Male,Sheffield,New,Gold
C1097,2023-05-19,26-35,Female,Sheffield,New,Bronze
C1098,2020-07-19,26-35,Female,London,New,Bronze
C1099,2022-08-24,26-35,Female,Cardiff,New,Gold
C1100,2023-03-27,65+,Female,Newcastle,New,Bronze
C1101,2021-07-16,56-65,Male,Belfast,New,Silver
C1102,2023-08-08,36-45,Female,Edinburgh,New,Gold
C1103,2021-06-26,36-45,Male,Edinburgh,Returning,Silver
C1104,2022-10-13,36-45,Female,Southampton,New,Bronze
C1105,2021-12-01,36-45,Non-binary,Southampton,New,Gold
C1106,2023-01-16,36-45,Male,Edinburgh,Returning,Silver
C1107,2020-04-26,56-65,Female,Southampton,Returning,Gold
C1108,2021-07-29,26-35,Female,Leicester,New,Gold
C1109,2023-09-21,46-55,Male,Southampton,New,Bronze
C1110,2022-11-27,26-35,Male,Leeds,New,Silver
C1111,2023-11-24,26-35,Female,Sheffield,New,Bronze
C1112,2020-12-07,26-35,Female,Bristol,New,Bronze
C1113,2020-02-27,26-35,Female,Southampton,Returning,Silver
C1114,2024-03-26,56-65,Female,Birmingham,New,Bronze
C1115,2020-02-27,26-35,Female,Cardiff,Returning,Bronze
C1116,2020-06-26,36-45,Female,Newcastle,New,Silver
C1117,2023-06-01,18-25,Male,Cardiff,New,Bronze
C1118,2020-07-13,18-25,Female,Edinburgh,New,Silver
C1119,2021-05-23,18-25,Female,Southampton,New,Bronze
C1120,2020-10-23,46-55,Male,London,New,Bronze
C1121,2021-02-15,46-55,Female,Newcastle,New,Bronze
C1122,2022-11-09,36-45,Female,Sheffield,New,Gold
C1123,2021-08-14,26-35,Male,Belfast,New,Bronze
C1124,2022-03-04,46-55,Male,Southampton,New,Silver
C1125,2022-01-21,36-45,Male,Leeds,Returning,Silver
C1126,2021-08-12,26-35,Male,London,New,Bronze
C1127,2022-02-04,56-65,Female,Newcastle,New,Silver
C1128,2023-10-06,18-25,Male,Manchester,Returning,Gold
C1129,2020-03-12,26-35,Female,Belfast,New,Gold
C1130,2020-04-22,36-45,Male,Edinburgh,New,Bronze
C1131,2020-08-05,18-25,Male,Liverpool,New,Bronze
C1132,2024-04-23,26-35,Female,Sheffield,New,Bronze
C1133,2021-11-06,46-55,Male,Nottingham,Returning,Bronze
C1134,2024-01-22,26-35,Male,Belfast,Returning,Silver
C1135,2022-10-20,26-35,Prefer not to say,Manchester,New,Bronze
C1136,2021-03-04,18-25,Female,Belfast,Returning,Silver
C1137,2021-05-26,36-45,Male,Southampton,Returning,Gold
C1138,2024-03-26,36-45,Female,Birmingham,New,Bronze
C1139,2024-01-27,56-65,Female,Southampton,New,Bronze
C1140,2022-01-09,65+,Male,Newcastle,Returning,Bronze
C1141,2020-12-23,65+,Female,Newcastle,Returning,Silver
C1142,2023-08-06,26-35,Female,Birmingham,New,Silver
C1143,2020-12-04,36-45,Male,Liverpool,Returning,Silver
C1144,2023-12-04,36-45,Female,Edinburgh,Returning,Bronze
C1145,2020-07-16,36-45,Female,Cardiff,Returning,Silver
C1146,2022-12-26,26-35,Male,Edinburgh,Returning,Bronze
C1147,2020-08-12,26-35,Male,Bristol,Returning,Bronze
C1148,2021-03-19,65+,Male,Newcastle,New,Bronze
C1149,2023-11-02,36-45,Male,Southampton,Returning,Bronze
C1150,2021-12-18,36-45,Male,Liverpool,New,Gold
C1151,2021-03-10,18-25,Female,Edinburgh,New,Silver
C1152,2022-02-12,36-45,Male,Edinburgh,New,Gold
C1153,2021-11-23,46-55,Female,Glasgow,New,Gold
C1154,2022-01-31,18-25,Male,Leicester,Returning,Bronze
C1155,2021-05-24,56-65,Male,Manchester,New,Gold
C1156,2020-09-21,46-55,Female,Edinburgh,Returning,Silver
C1157,2022-04-05,26-35,Male,Bristol,New,Bronze
C1158,2022-08-10,36-45,Male,Belfast,New,Gold
C1159,2020-10-22,56-65,Female,Leeds,Returning,Silver
C1160,2022-01-22,26-35,Female,Manchester,New,Bronze
C1161,2021-12-31,56-65,Female,Belfast,Returning,Bronze
C1162,2020-01-13,36-45,Female,Cardiff,New,Bronze
C1163,2022-03-09,26-35,Male,London,New,Bronze
C1164,2023-03-03,36-45,Male,Southampton,New,Silver
C1165,2023-02-01,36-45,Male,Nottingham,Returning,Gold
C1166,2020-12-24,46-55,Male,Belfast,New,Silver
C1167,2022-01-12,26-35,Male,Bristol,Returning,Gold
C1168,2024-05-16,56-65,Male,Southampton,New,Bronze
C1169,2022-08-26,46-55,Female,Bristol,New,Bronze
C1170,2020-02-13,26-35,Prefer not to say,Sheffield,New,Bronze
C1171,2020-07-16,56-65,Female,Bristol,Returning,Bronze
C1172,2022-05-18,26-35,Female,London,New,Gold
C1173,2020-09-02,18-25,Male,Nottingham,New,Gold
C1174,2024-06-03,46-55,Female,Birmingham,Returning,Gold
C1175,2024-05-23,36-45,Male,Manchester,New,Bronze
C1176,2023-05-16,18-25,Female,Liverpool,Returning,Silver
C1177,2022-01-31,18-25,Male,Newcastle,New,Silver
C1178,2023-02-16,18-25,Male,Southampton,New,Silver
C1179,2022-11-04,46-55,Male,Bristol,Returning,Silver
C1180,2023-12-18,56-65,Male,Sheffield,New,Bronze
C1181,2021-10-12,26-35,Female,Cardiff,New,Bronze
C1182,2023-09-19,65+,Female,Belfast,New,Bronze
C1183,2024-02-17,18-25,Male,Belfast,New,Silver
C1184,2020-04-30,26-35,Female,Newcastle,New,Gold
C1185,2020-08-17,65+,Male,Nottingham,New,Silver
C1186,2020-06-20,26-35,Female,Leeds,New,Bronze
C1187,2020-12-01,36-45,Male,Bristol,New,Silver
C1188,2020-11-09,26-35,Female,Belfast,Returning,Silver
C1189,2024-01-11,36-45,Male,Edinburgh,Returning,Bronze
C1190,2023-04-29,36-45,Male,Nottingham,Returning,Gold
C1191,2021-09-03,26-35,Male,Newcastle,Returning,Gold
C1192,2024-06-14,26-35,Male,Belfast,New,Silver
C1193,2020-02-02,26-35,Male,Leicester,New,Bronze
C1194,2021-09-24,65+,Male,Edinburgh,New,Silver
C1195,2022-12-14,36-45,Non-binary,Southampton,Returning,Bronze
C1196,2021-04-19,26-35,Prefer not to say,Glasgow,Returning,Gold
C1197,2021-02-05,26-35,Female,Southampton,Returning,Bronze
C1198,2021-05-24,18-25,Female,Liverpool,Returning,Gold
C1199,2022-07-29,18-25,Female,Manchester,Returning,Bronze
C1200,2022-03-18,26-35,Female,Sheffield,New,Bronze
C1201,2020-07-14,18-25,Male,Bristol,New,Bronze
C1202,2023-10-20,18-25,Male,Cardiff,New,Bronze
C1203,2020-02-26,46-55,Non-binary,Liverpool,Returning,Bronze
C1204,2020-10-06,18-25,Female,Leicester,New,Silver
C1205,2022-05-02,36-45,Male,Manchester,New,Silver
C1206,2024-04-06,56-65,Female,Southampton,Returning,Gold
C1207,2020-08-27,36-45,Male,Liverpool,New,Bronze
C1208,2022-03-24,18-25,Female,Newcastle,New,Silver
C1209,2023-06-30,36-45,Female,Southampton,New,Gold
C1210,2023-12-09,36-45,Male,Southampton,New,Bronze
C1211,2022-11-18,56-65,Male,Sheffield,New,Gold
C1212,2021-01-16,36-45,Male,Bristol,New,Bronze
C1213,2021-01-27,18-25,Female,Bristol,New,Silver
C1214,2023-12-14,46-55,Male,Leeds,New,Silver
C1215,2021-03-04,18-25,Non-binary,Cardiff,Returning,Silver
C1216,2022-08-19,46-55,Female,Newcastle,Returning,Gold
C1217,2022-10-07,56-65,Male,Belfast,New,Bronze
C1218,2024-03-27,56-65,Male,Cardiff,Returning,Bronze
C1219,2022-06-16,36-45,Male,Birmingham,Returning,Bronze
C1220,2021-06-09,56-65,Male,Leicester,New,Bronze
C1221,2021-09-08,36-45,Female,Leeds,New,Bronze
C1222,2021-11-27,36-45,Male,Leeds,Returning,Silver
C1223,2023-11-13,36-45,Female,Sheffield,New,Silver
C1224,2022-09-04,46-55,Female,Nottingham,Returning,Silver
C1225,2020-08-11,18-25,Male,Edinburgh,New,Silver
C1226,2020-10-17,36-45,Male,Belfast,Returning,Silver
C1227,2024-01-03,26-35,Male,Leeds,New,Bronze
C1228,2022-02-09,46-55,Male,London,Returning,Bronze
C1229,2023-10-16,36-45,Male,Bristol,New,Bronze
C1230,2023-05-12,46-55,Male,Bristol,Returning,Gold
C1231,2021-12-29,26-35,Male,Sheffield,New,Silver
C1232,2023-04-24,65+,Male,Leicester,New,Gold
C1233,2022-08-19,46-55,Female,Manchester,Returning,Bronze
C1234,2022-09-28,18-25,Female,Sheffield,New,Silver
C1235,2022-05-23,26-35,Male,Newcastle,New,Bronze
C1236,2020-03-01,36-45,Male,Cardiff,New,Silver
C1237,2024-06-27,56-65,Male,Leicester,Returning,Bronze
C1238,2020-11-30,56-65,Male,Leeds,Returning,Gold
C1239,2023-09-26,56-65,Female,Bristol,Returning,Gold
C1240,2021-01-30,26-35,Female,Sheffield,Returning,Gold
C1241,2021-03-07,26-35,Female,Cardiff,Returning,Bronze
C1242,2024-02-01,26-35,Female,Glasgow,New,Silver
C1243,2023-08-24,46-55,Female,Manchester,Returning,Silver
C1244,2021-03-07,18-25,Male,Liverpool,Returning,Gold
C1245,2023-12-03,56-65,Female,Leicester,New,Bronze
C1246,2021-01-12,36-45,Female,Leeds,Returning,Bronze
C1247,2022-05-01,36-45,Female,London,New,Bronze
C1248,2021-03-11,56-65,Prefer not to say,Edinburgh,Returning,Silver
C1249,2022-02-09,65+,Male,Sheffield,New,Silver
C1250,2020-09-21,36-45,Female,Sheffield,New,Bronze
C1251,2020-11-04,65+,Female,Belfast,New,Bronze
C1252,2022-05-24,18-25,Female,Bristol,Returning,Bronze
C1253,2022-11-15,26-35,Male,Sheffield,Returning,Bronze
C1254,2021-03-01,46-55,Female,Glasgow,New,Gold
C1255,2022-09-08,46-55,Male,Southampton,Returning,Bronze
C1256,2023-09-19,26-35,Male,Sheffield,Returning,Silver
C1257,2022-07-07,18-25,Male,Nottingham,New,Silver
C1258,2020-09-02,36-45,Male,Nottingham,New,Silver
C1259,2022-02-06,36-45,Male,Birmingham,Returning,Bronze
C1260,2020-06-16,36-45,Female,Southampton,New,Silver
C1261,2024-06-17,36-45,Female,Nottingham,New,Bronze
C1262,2023-05-07,36-45,Female,Southampton,New,Silver
C1263,2023-02-26,26-35,Female,Newcastle,Returning,Bronze
C1264,2023-08-14,26-35,Female,Newcastle,Returning,Bronze
C1265,2020-04-18,65+,Female,Edinburgh,New,Silver
C1266,2022-03-24,18-25,Female,Leicester,New,Silver
C1267,2021-11-25,56-65,Female,Newcastle,Returning,Bronze
C1268,2022-07-02,26-35,Male,London,Returning,Bronze
C1269,2023-12-05,26-35,Male,Edinburgh,New,Gold
C1270,2021-10-30,26-35,Male,Edinburgh,New,Bronze
C1271,2023-11-20,46-55,Male,Edinburgh,Returning,Bronze
C1272,2020-08-09,18-25,Male,Nottingham,New,Bronze
C1273,2021-10-14,18-25,Male,Liverpool,New,Silver
C1274,2021-11-07,36-45,Male,Glasgow,Returning,Gold
C1275,2021-06-07,26-35,Male,London,Returning,Silver
C1276,2024-05-10,18-25,Prefer not to say,London,New,Bronze
C1277,2022-07-22,26-35,Male,Nottingham,New,Bronze
C1278,2021-02-12,46-55,Male,Southampton,New,Bronze
C1279,2022-09-01,65+,Female,Leeds,New,Bronze
C1280,2021-07-27,26-35,Male,Leicester,Returning,Bronze
C1281,2022-05-30,36-45,Female,Newcastle,Returning,Gold
C1282,2020-09-08,46-55,Male,Glasgow,New,Silver
C1283,2023-06-08,46-55,Female,Newcastle,New,Bronze
C1284,2023-01-12,26-35,Female,Birmingham,Returning,Silver
C1285,2022-01-01,56-65,Prefer not to say,Glasgow,New,Gold
C1286,2023-07-22,46-55,Male,Glasgow,Returning,Bronze
C1287,2023-10-26,56-65,Female,Bristol,Returning,Gold
C1288,2021-05-08,36-45,Female,Southampton,Returning,Gold
C1289,2020-01-25,36-45,Female,Edinburgh,Returning,Bronze
C1290,2022-06-19,18-25,Female,Manchester,New,Bronze
C1291,2024-04-14,56-65,Female,Leeds,New,Bronze
C1292,2020-01-24,18-25,Male,Edinburgh,New,Silver
C1293,2021-11-20,26-35,Female,Liverpool,Returning,Bronze
C1294,2023-09-22,36-45,Female,Glasgow,New,Bronze
C1295,2023-09-16,36-45,Female,Bristol,Returning,Gold
C1296,2021-06-15,46-55,Prefer not to say,Nottingham,New,Bronze
C1297,2022-07-09,26-35,Female,Newcastle,New,Silver
C1298,2022-08-28,36-45,Female,Manchester,Returning,Bronze
C1299,2022-07-19,26-35,Female,Liverpool,New,Gold
C1300,2020-06-22,46-55,Female,Bristol,Returning,Bronze
C1301,2022-01-03,56-65,Female,Edinburgh,New,Bronze
C1302,2023-10-05,26-35,Female,Birmingham,New,Bronze
C1303,2021-12-01,26-35,Female,Southampton,Returning,Gold
C1304,2020-01-01,36-45,Female,Bristol,Returning,Silver
C1305,2020-05-03,46-55,Male,Southampton,New,Bronze
C1306,2023-02-05,56-65,Female,London,New,Silver
C1307,2022-06-30,36-45,Female,Leeds,New,Bronze
C1308,2021-03-18,56-65,Male,Bristol,New,Bronze
C1309,2023-08-08,36-45,Male,Cardiff,New,Gold
C1310,2020-07-18,46-55,Male,London,Returning,Silver
C1311,2021-08-23,18-25,Male,Liverpool,Returning,Bronze
C1312,2023-11-29,26-35,Male,Birmingham,New,Bronze
C1313,2021-06-07,36-45,Female,Belfast,Returning,Silver
C1314,2020-03-09,26-35,Male,Manchester,New,Bronze
C1315,2021-04-04,26-35,Male,Cardiff,Returning,Silver
C1316,2021-01-16,56-65,Male,Newcastle,New,Bronze
C1317,2021-03-27,18-25,Female,Nottingham,New,Silver
C1318,2021-07-07,46-55,Female,Belfast,New,Silver
C1319,2024-05-28,18-25,Female,London,Returning,Silver
C1320,2020-01-20,26-35,Prefer not to say,Manchester,New,Silver
C1321,2020-07-02,26-35,Female,London,Returning,Silver
C1322,2020-10-06,65+,Male,Bristol,Returning,Bronze
C1323,2022-01-22,18-25,Male,Leicester,Returning,Bronze
C1324,2023-12-15,36-45,Female,Bristol,New,Silver
C1325,2024-01-28,46-55,Female,Leeds,New,Bronze
C1326,2024-06-24,46-55,Male,Bristol,New,Silver
C1327,2024-05-09,26-35,Male,Leicester,Returning,Bronze
C1328,2023-01-19,36-45,Female,Belfast,Returning,Silver
C1329,2021-07-19,18-25,Female,Leeds,Returning,Bronze
