order_date,customer_id,product_id,product_category,revenue,quantity,region,customer_acquisition_channel
2023-05-02,C0911,P0021,Monitors,586.82,2,North West,Referral
2023-11-11,C0514,P0004,Laptops,2739.12,2,North West,Email
2024-03-11,C2830,P0005,Monitors,219.53,1,South East,Organic
2024-05-10,C1767,P0079,Tablets,1763.51,1,Scotland,Organic
2024-06-09,C2430,P0076,Monitors,1841.06,1,South West,Organic
2023-09-17,C0178,P0088,Accessories,1930.51,1,West Midlands,Referral
2023-04-09,C0508,P0100,Laptops,3631.14,2,Scotland,Organic
2023-12-26,C0120,P0066,Tablets,897.79,1,North West,Social
2023-10-12,C2375,P0089,Monitors,4568.31,3,Wales,Organic
2024-05-27,C2985,P0055,Laptops,3047.56,2,South East,Organic
2023-01-15,C2167,P0052,Accessories,3601.5,2,Scotland,Email
2023-06-25,C2201,P0098,Laptops,188.44,1,South East,Email
2024-05-31,C2899,P0043,Accessories,2288.36,4,Wales,Referral
2023-07-09,C1801,P0071,Laptops,1747.51,1,North West,Social
2024-01-24,C1738,P0058,Accessories,2426.0,2,Scotland,Paid
2023-11-18,C0507,P0094,Accessories,1143.84,4,South East,Paid
2024-05-22,C1480,P0009,Monitors,1313.19,3,London,Organic
2024-05-20,C0474,P0082,Laptops,868.08,4,West Midlands,Paid
2023-11-16,C2815,P0088,Accessories,7722.04,4,Scotland,Referral
2023-10-25,C1753,P0054,Smartphones,2087.16,2,South East,Social
2024-05-02,C2782,P0096,Laptops,3591.6,3,North West,Organic
2024-05-18,C2753,P0079,Tablets,1763.51,1,North East,Paid
2023-03-29,C0489,P0042,Laptops,3239.68,2,North East,Paid
2023-04-15,C0692,P0012,Monitors,592.47,1,Wales,Email
2023-12-13,C0821,P0022,Accessories,814.64,4,South East,Organic
2024-03-10,C2971,P0081,Smartphones,7048.48,4,West Midlands,Social
2023-10-07,C2638,P0068,Networking,7031.64,4,Wales,Paid
2024-02-19,C1985,P0068,Networking,5273.73,3,North West,Social
2023-04-21,C0501,P0091,Tablets,2484.09,3,South West,Paid
2023-05-18,C0122,P0066,Tablets,897.79,1,London,Social
2024-05-25,C2778,P0040,Smartphones,1385.0,1,North West,Paid
2023-12-01,C0626,P0065,Networking,2140.02,3,South East,Social
2024-06-16,C2017,P0074,Smartphones,3116.52,4,Scotland,Organic
2024-05-24,C2009,P0039,Networking,4175.76,3,Wales,Social
2023-01-19,C0130,P0082,Laptops,868.08,4,South East,Paid
2023-11-19,C1542,P0069,Tablets,7780.72,4,South West,Organic
2023-07-01,C2281,P0067,Accessories,168.99,3,North West,Paid
2023-05-18,C1280,P0038,Accessories,3159.76,4,South West,Social
2024-05-17,C2704,P0067,Accessories,225.32,4,South West,Referral
2023-06-10,C2076,P0038,Accessories,789.94,1,North East,Organic
2024-01-22,C2527,P0007,Laptops,1429.02,3,West Midlands,Paid
2023-01-29,C2419,P0032,Smartphones,771.85,1,North West,Social
2023-12-24,C2392,P0078,Laptops,268.14,1,Wales,Paid
2024-03-14,C1414,P0090,Networking,1326.72,3,North East,Paid
2023-09-08,C1015,P0027,Networking,988.8,2,West Midlands,Referral
2023-03-09,C1249,P0003,Smartphones,322.1,1,Wales,Organic
2023-11-30,C0154,P0045,Monitors,7035.68,4,North East,Referral
2024-03-07,C1093,P0094,Accessories,285.96,1,South West,Referral
2023-11-21,C1548,P0072,Tablets,6765.04,4,Wales,Referral
2024-05-15,C0410,P0040,Smartphones,2770.0,2,Wales,Paid
2023-12-14,C0683,P0028,Tablets,5913.54,3,Wales,Email
2023-07-26,C2036,P0072,Tablets,1691.26,1,Scotland,Organic
2023-02-18,C1218,P0005,Monitors,878.12,4,Scotland,Referral
2023-04-05,C2940,P0028,Tablets,1971.18,1,Wales,Organic
2024-06-27,C1947,P0094,Accessories,1143.84,4,Scotland,Paid
2023-03-20,C2669,P0030,Accessories,1776.15,3,West Midlands,Paid
2023-11-17,C0820,P0034,Networking,7505.92,4,North East,Organic
2024-06-11,C1857,P0031,Networking,3353.04,2,London,Referral
2024-06-12,C0765,P0050,Networking,4578.68,4,Scotland,Referral
2024-04-23,C1098,P0092,Networking,5269.04,4,London,Paid
2024-01-09,C1895,P0041,Laptops,993.28,2,Scotland,Organic
2023-11-04,C1784,P0057,Smartphones,6378.2,4,Wales,Social
2023-03-07,C2597,P0050,Networking,2289.34,2,North East,Organic
2023-10-21,C2647,P0074,Smartphones,1558.26,2,West Midlands,Referral
2023-08-30,C1663,P0030,Accessories,1184.1,2,South East,Organic
2023-01-29,C1006,P0018,Accessories,715.8,3,South West,Paid
2024-03-22,C1729,P0005,Monitors,219.53,1,Scotland,Organic
2023-05-20,C0120,P0066,Tablets,2693.37,3,West Midlands,Referral
2023-06-30,C2640,P0053,Accessories,755.89,1,South West,Social
2023-02-26,C0344,P0024,Monitors,5329.89,3,West Midlands,Social
2024-02-21,C1489,P0001,Networking,267.1,1,North East,Email
2023-05-24,C0967,P0008,Monitors,1223.94,1,South East,Paid
2024-06-21,C1032,P0061,Monitors,6914.08,4,South East,Organic
2023-05-06,C1284,P0050,Networking,3434.01,3,North East,Social
2023-08-30,C1733,P0047,Accessories,1642.96,2,North West,Organic
2023-08-08,C1125,P0045,Monitors,7035.68,4,North East,Organic
2023-02-27,C2009,P0002,Networking,1758.93,3,South East,Paid
2024-03-09,C1946,P0014,Smartphones,2822.74,2,West Midlands,Social
2023-05-29,C1487,P0006,Accessories,447.92,4,Wales,Social
2023-01-22,C2644,P0030,Accessories,592.05,1,London,Referral
2023-09-03,C1037,P0020,Laptops,5891.92,4,West Midlands,Referral
2024-01-07,C2807,P0011,Accessories,479.86,1,Scotland,Social
2024-02-02,C0033,P0015,Tablets,2367.4,4,West Midlands,Paid
2023-08-30,C1219,P0097,Smartphones,2394.92,2,North West,Email
2023-11-21,C2640,P0003,Smartphones,1288.4,4,London,Organic
2023-03-24,C2014,P0080,Tablets,2067.72,4,North East,Email
2023-12-07,C2939,P0019,Tablets,4909.08,4,South East,Social
2023-09-25,C2074,P0004,Laptops,1369.56,1,Wales,Paid
2023-12-01,C1857,P0004,Laptops,1369.56,1,London,Referral
2023-07-08,C2582,P0100,Laptops,7262.28,4,North West,Organic
2023-07-24,C2574,P0035,Networking,567.69,3,Wales,Referral
2023-04-24,C0647,P0024,Monitors,3553.26,2,North West,Social
2024-02-25,C1309,P0044,Smartphones,7322.48,4,South West,Social
2023-05-17,C1068,P0031,Networking,3353.04,2,Wales,Social
2023-07-23,C0346,P0098,Laptops,753.76,4,Wales,Organic
2024-01-22,C2337,P0015,Tablets,1183.7,2,London,Email
2023-08-23,C0365,P0098,Laptops,753.76,4,Scotland,Organic
2023-06-22,C0204,P0060,Accessories,4327.08,4,North East,Referral
2023-06-02,C0365,P0021,Monitors,880.23,3,North West,Email
2023-05-01,C0058,P0060,Accessories,4327.08,4,South West,Social
2024-05-21,C0486,P0066,Tablets,1795.58,2,Scotland,Organic
2023-09-30,C1180,P0087,Monitors,7004.96,4,North East,Organic
2023-07-31,C2458,P0008,Monitors,2447.88,2,West Midlands,Social
2023-07-13,C1714,P0078,Laptops,536.28,2,North East,Social
2023-01-30,C1189,P0036,Networking,1151.16,3,Scotland,Referral
2023-09-12,C1515,P0069,Tablets,7780.72,4,South East,Organic
2023-05-17,C1325,P0081,Smartphones,7048.48,4,Scotland,Social
2024-03-09,C2447,P0066,Tablets,2693.37,3,South East,Organic
2023-03-02,C0214,P0055,Laptops,4571.34,3,Scotland,Paid
2023-12-29,C2484,P0086,Monitors,372.0,1,London,Organic
2024-01-26,C1240,P0019,Tablets,4909.08,4,Wales,Organic
2023-02-12,C2378,P0033,Smartphones,2713.68,2,West Midlands,Organic
2024-05-19,C1390,P0058,Accessories,4852.0,4,North West,Organic
2024-06-27,C1774,P0055,Laptops,3047.56,2,West Midlands,Organic
2023-02-15,C0524,P0044,Smartphones,7322.48,4,West Midlands,Social
2024-03-16,C1159,P0085,Smartphones,4009.53,3,West Midlands,Paid
2024-03-22,C0676,P0068,Networking,5273.73,3,South West,Social
2023-06-04,C2277,P0098,Laptops,753.76,4,London,Organic
2023-02-25,C0942,P0010,Networking,2835.16,2,London,Paid
2023-06-17,C2892,P0006,Accessories,447.92,4,North East,Organic
2024-05-21,C0168,P0036,Networking,1534.88,4,Wales,Email
2024-05-11,C1875,P0009,Monitors,1750.92,4,South East,Social
2023-06-01,C0507,P0077,Monitors,2046.3,3,South East,Organic
2023-10-18,C0740,P0010,Networking,2835.16,2,West Midlands,Referral
2023-08-06,C2391,P0027,Networking,494.4,1,North West,Paid
2023-03-20,C1009,P0014,Smartphones,5645.48,4,South East,Social
2023-01-27,C1165,P0073,Monitors,1237.49,1,North East,Paid
2023-04-19,C1326,P0078,Laptops,536.28,2,London,Organic
2024-05-06,C1860,P0089,Monitors,4568.31,3,London,Paid
2023-02-14,C2688,P0019,Tablets,4909.08,4,Wales,Email
2023-05-13,C0866,P0100,Laptops,1815.57,1,West Midlands,Paid
2023-02-26,C0290,P0066,Tablets,3591.16,4,South East,Paid
2023-07-02,C0984,P0013,Laptops,6118.68,4,South East,Organic
2023-08-02,C0668,P0063,Laptops,5517.36,4,North East,Organic
2023-06-07,C0494,P0021,Monitors,880.23,3,South West,Social
2023-11-14,C2806,P0064,Monitors,3028.42,2,Wales,Referral
2024-01-12,C2100,P0039,Networking,2783.84,2,South West,Paid
2024-02-02,C1952,P0025,Tablets,3527.52,3,North East,Organic
2024-03-08,C1509,P0004,Laptops,2739.12,2,North East,Referral
2023-04-06,C0166,P0021,Monitors,880.23,3,South West,Referral
2023-06-08,C2029,P0059,Accessories,794.16,1,West Midlands,Paid
2023-03-23,C1957,P0080,Tablets,1550.79,3,North West,Email
2023-11-04,C1019,P0093,Accessories,7217.0,4,West Midlands,Referral
2023-03-20,C0185,P0038,Accessories,789.94,1,North East,Paid
2024-04-20,C2707,P0017,Tablets,747.93,3,Wales,Organic
2023-03-25,C2063,P0058,Accessories,1213.0,1,South East,Social
2024-04-18,C0736,P0038,Accessories,1579.88,2,North East,Organic
2024-03-02,C2886,P0040,Smartphones,4155.0,3,Wales,Referral
2024-04-10,C2746,P0004,Laptops,5478.24,4,West Midlands,Paid
2023-07-11,C0865,P0077,Monitors,1364.2,2,South East,Social
2023-09-23,C2759,P0095,Smartphones,174.85,1,North East,Paid
2023-01-06,C1618,P0031,Networking,1676.52,1,London,Organic
2024-05-03,C1885,P0099,Networking,659.2,4,South West,Paid
2024-01-05,C2829,P0054,Smartphones,4174.32,4,West Midlands,Organic
2023-05-19,C0057,P0079,Tablets,3527.02,2,South East,Social
2023-07-12,C0110,P0027,Networking,988.8,2,South West,Referral
2023-09-05,C1785,P0042,Laptops,3239.68,2,South East,Paid
2024-04-19,C0607,P0055,Laptops,6095.12,4,North East,Organic
2023-06-20,C0625,P0037,Networking,2109.52,4,South West,Paid
2024-04-05,C2398,P0030,Accessories,1184.1,2,Scotland,Organic
2024-02-06,C0209,P0001,Networking,801.3,3,London,Organic
2024-03-18,C1703,P0086,Monitors,1488.0,4,West Midlands,Organic
2024-02-14,C1992,P0099,Networking,659.2,4,Scotland,Social
2024-06-24,C0078,P0083,Accessories,6565.0,4,Wales,Referral
2023-10-02,C2656,P0050,Networking,4578.68,4,South West,Organic
2023-12-22,C1837,P0087,Monitors,7004.96,4,London,Organic
2023-07-16,C1923,P0026,Networking,556.89,3,South West,Organic
2023-08-13,C2408,P0009,Monitors,1313.19,3,South West,Organic
2023-10-28,C2962,P0088,Accessories,7722.04,4,North East,Social
2024-01-04,C1935,P0058,Accessories,2426.0,2,Scotland,Organic
2023-03-30,C2733,P0026,Networking,742.52,4,North West,Organic
2023-06-10,C2482,P0038,Accessories,3159.76,4,South East,Social
2024-05-20,C1244,P0084,Monitors,3086.76,2,Scotland,Referral
2023-01-19,C1470,P0033,Smartphones,4070.52,3,Wales,Referral
2023-06-28,C2063,P0083,Accessories,1641.25,1,South East,Paid
2023-04-27,C2530,P0029,Smartphones,3479.28,2,South East,Referral
2024-05-13,C1057,P0027,Networking,1483.2,3,Wales,Social
2023-10-01,C0620,P0080,Tablets,516.93,1,London,Email
2024-03-24,C1873,P0068,Networking,1757.91,1,South East,Social
2023-04-15,C2304,P0088,Accessories,1930.51,1,South East,Organic
2023-05-01,C0842,P0086,Monitors,1116.0,3,North West,Social
2024-03-28,C2073,P0074,Smartphones,3116.52,4,South East,Organic
2024-01-08,C1371,P0063,Laptops,2758.68,2,South East,Social
2024-03-25,C1703,P0084,Monitors,1543.38,1,Scotland,Social
2024-04-30,C1399,P0068,Networking,5273.73,3,North West,Organic
2024-01-17,C2930,P0044,Smartphones,7322.48,4,Wales,Referral
2023-09-09,C0621,P0003,Smartphones,1288.4,4,Scotland,Organic
2024-03-15,C1694,P0016,Smartphones,7666.28,4,South West,Email
2024-06-12,C2795,P0049,Tablets,966.84,3,London,Paid
2023-01-11,C2940,P0033,Smartphones,1356.84,1,South East,Paid
2024-02-16,C0674,P0066,Tablets,3591.16,4,London,Paid
2023-02-07,C2705,P0043,Accessories,1144.18,2,London,Email
2024-06-16,C1212,P0041,Laptops,1986.56,4,North East,Social
2023-11-08,C2956,P0036,Networking,1151.16,3,Wales,Organic
2023-10-14,C2162,P0089,Monitors,3045.54,2,North East,Paid
2023-07-30,C2230,P0049,Tablets,1289.12,4,Wales,Social
2024-02-19,C0809,P0009,Monitors,1313.19,3,South East,Organic
2023-12-09,C1598,P0087,Monitors,3502.48,2,West Midlands,Organic
2024-06-07,C2261,P0089,Monitors,4568.31,3,Wales,Social
2023-06-13,C0096,P0017,Tablets,249.31,1,West Midlands,Organic
2023-11-08,C2976,P0086,Monitors,1488.0,4,South East,Social
2024-01-17,C1064,P0026,Networking,556.89,3,South East,Organic
2023-05-08,C1839,P0051,Tablets,4520.04,3,London,Paid
2023-08-30,C2383,P0054,Smartphones,2087.16,2,Wales,Organic
2023-05-24,C2926,P0062,Laptops,5506.2,4,Scotland,Organic
2024-06-12,C2386,P0050,Networking,2289.34,2,Wales,Paid
2023-05-31,C2915,P0030,Accessories,2368.2,4,North East,Organic
2023-03-05,C1741,P0059,Accessories,1588.32,2,South West,Organic
2023-03-21,C1513,P0052,Accessories,7203.0,4,North East,Social
2024-05-25,C2607,P0043,Accessories,2288.36,4,South West,Referral
2024-05-16,C2998,P0062,Laptops,5506.2,4,North West,Organic
2023-05-11,C1986,P0085,Smartphones,5346.04,4,North West,Email
2024-06-09,C2168,P0100,Laptops,1815.57,1,Scotland,Paid
2023-02-03,C0643,P0071,Laptops,5242.53,3,South East,Referral
2024-02-23,C0452,P0032,Smartphones,771.85,1,Wales,Referral
2023-02-11,C2142,P0004,Laptops,2739.12,2,South East,Paid
2024-01-19,C1243,P0096,Laptops,3591.6,3,South West,Organic
2023-05-27,C0583,P0068,Networking,7031.64,4,London,Email
2023-11-09,C1162,P0050,Networking,2289.34,2,North West,Social
2024-05-15,C0009,P0061,Monitors,1728.52,1,Wales,Organic
2023-02-15,C1711,P0065,Networking,2853.36,4,West Midlands,Referral
2023-12-12,C1546,P0085,Smartphones,5346.04,4,North West,Social
2024-05-31,C2607,P0075,Smartphones,4407.16,4,South West,Referral
2023-06-02,C2982,P0019,Tablets,3681.81,3,South East,Social
2024-02-24,C1587,P0048,Networking,1889.52,2,North East,Paid
2023-02-16,C2747,P0023,Tablets,6669.36,4,West Midlands,Referral
2023-06-19,C2897,P0087,Monitors,1751.24,1,West Midlands,Referral
2023-05-07,C2638,P0087,Monitors,1751.24,1,Scotland,Email
2023-02-24,C2336,P0004,Laptops,2739.12,2,South West,Paid
2023-01-20,C0493,P0036,Networking,767.44,2,London,Organic
2023-07-30,C1005,P0050,Networking,4578.68,4,South East,Social
2023-11-25,C1646,P0040,Smartphones,1385.0,1,South West,Social
2023-01-24,C1393,P0099,Networking,659.2,4,North West,Paid
2024-06-24,C1300,P0016,Smartphones,7666.28,4,West Midlands,Organic
2023-04-12,C2220,P0025,Tablets,2351.68,2,West Midlands,Organic
2023-09-19,C0368,P0037,Networking,1054.76,2,West Midlands,Email
2023-06-23,C0242,P0013,Laptops,4589.01,3,North West,Organic
2023-03-01,C1221,P0052,Accessories,7203.0,4,South East,Paid
2024-02-27,C1328,P0033,Smartphones,4070.52,3,North East,Email
2023-05-04,C0213,P0051,Tablets,3013.36,2,Scotland,Social
2023-08-31,C2020,P0084,Monitors,6173.52,4,South East,Organic
2023-11-22,C1904,P0045,Monitors,7035.68,4,South East,Paid
2024-02-22,C2595,P0059,Accessories,1588.32,2,London,Organic
2023-04-14,C1009,P0062,Laptops,2753.1,2,West Midlands,Referral
2024-04-01,C0344,P0056,Laptops,696.08,2,North West,Paid
2023-06-22,C1005,P0060,Accessories,4327.08,4,South West,Organic
2024-04-20,C2543,P0011,Accessories,1439.58,3,North West,Organic
2024-05-08,C1120,P0069,Tablets,5835.54,3,North East,Email
2023-08-06,C2397,P0093,Accessories,5412.75,3,London,Organic
2024-06-30,C2307,P0058,Accessories,1213.0,1,West Midlands,Organic
2023-05-06,C0573,P0054,Smartphones,3130.74,3,North East,Organic
2024-05-31,C1304,P0054,Smartphones,3130.74,3,West Midlands,Email
2024-04-08,C1119,P0041,Laptops,993.28,2,Wales,Paid
2024-04-15,C2456,P0031,Networking,5029.56,3,London,Email
2023-05-17,C2648,P0034,Networking,1876.48,1,South West,Organic
2023-01-10,C2756,P0017,Tablets,498.62,2,North East,Referral
2024-05-15,C1609,P0092,Networking,1317.26,1,South East,Paid
2024-03-31,C2754,P0085,Smartphones,1336.51,1,Wales,Email
2024-01-21,C2463,P0052,Accessories,5402.25,3,North East,Organic
2023-01-09,C0512,P0021,Monitors,1173.64,4,Wales,Email
2024-03-31,C0039,P0068,Networking,3515.82,2,London,Social
2024-01-02,C0785,P0078,Laptops,268.14,1,West Midlands,Social
2023-08-15,C0960,P0014,Smartphones,5645.48,4,Wales,Organic
2024-05-19,C2884,P0002,Networking,1172.62,2,London,Organic
2024-02-10,C0455,P0023,Tablets,5002.02,3,South West,Organic
2023-07-18,C2703,P0004,Laptops,2739.12,2,South East,Referral
2023-03-08,C0522,P0013,Laptops,4589.01,3,Scotland,Social
2023-10-08,C0786,P0039,Networking,1391.92,1,West Midlands,Referral
2024-04-09,C0009,P0057,Smartphones,6378.2,4,London,Social
2023-11-27,C1772,P0083,Accessories,6565.0,4,West Midlands,Organic
2024-06-14,C1912,P0046,Tablets,1858.48,4,Wales,Paid
2023-02-14,C2955,P0084,Monitors,3086.76,2,London,Organic
2024-03-06,C2181,P0031,Networking,6706.08,4,Wales,Organic
2023-07-19,C1371,P0092,Networking,1317.26,1,London,Email
2023-08-20,C2825,P0001,Networking,1068.4,4,South East,Email
2023-07-21,C0674,P0061,Monitors,5185.56,3,West Midlands,Organic
2023-04-10,C0115,P0079,Tablets,7054.04,4,North East,Social
2023-12-09,C1026,P0009,Monitors,875.46,2,South East,Paid
2023-12-15,C0223,P0007,Laptops,1429.02,3,Scotland,Email
2024-03-25,C0392,P0041,Laptops,1986.56,4,South East,Organic
2023-03-04,C0137,P0088,Accessories,7722.04,4,Wales,Social
2023-03-08,C0523,P0033,Smartphones,1356.84,1,South West,Organic
2024-03-18,C0270,P0063,Laptops,1379.34,1,London,Referral
2023-10-29,C1563,P0004,Laptops,5478.24,4,South East,Referral
2024-02-25,C0955,P0057,Smartphones,1594.55,1,South West,Paid
2024-03-14,C2541,P0031,Networking,1676.52,1,Wales,Referral
2023-01-27,C1860,P0013,Laptops,4589.01,3,Scotland,Organic
2023-01-13,C2438,P0086,Monitors,372.0,1,Scotland,Email
2023-05-10,C2611,P0056,Laptops,1044.12,3,Wales,Paid
2024-03-31,C0762,P0094,Accessories,571.92,2,North West,Social
2023-03-03,C0523,P0088,Accessories,5791.53,3,North East,Paid
2024-01-02,C1275,P0079,Tablets,3527.02,2,North West,Paid
2023-12-18,C1193,P0012,Monitors,1777.41,3,London,Paid
2023-05-29,C0235,P0017,Tablets,498.62,2,London,Paid
2023-07-20,C0821,P0061,Monitors,3457.04,2,South East,Paid
2024-05-02,C2846,P0087,Monitors,7004.96,4,Wales,Social
2023-12-10,C2524,P0048,Networking,2834.28,3,North East,Paid
2023-04-18,C1861,P0011,Accessories,479.86,1,South West,Organic
2023-01-04,C2617,P0005,Monitors,439.06,2,Scotland,Paid
2023-08-07,C0980,P0056,Laptops,1392.16,4,Wales,Social
2024-01-20,C0841,P0025,Tablets,4703.36,4,North West,Social
2023-01-07,C1487,P0077,Monitors,682.1,1,South East,Paid
2023-04-28,C0584,P0090,Networking,1326.72,3,South West,Organic
2024-01-04,C0180,P0006,Accessories,111.98,1,Scotland,Organic
2023-06-28,C0897,P0077,Monitors,2046.3,3,North West,Paid
2023-09-09,C0732,P0027,Networking,988.8,2,London,Organic
2023-09-26,C0415,P0005,Monitors,219.53,1,North West,Paid
2023-04-24,C1387,P0085,Smartphones,2673.02,2,West Midlands,Paid
2024-01-14,C1526,P0062,Laptops,2753.1,2,North East,Social
2023-03-08,C0486,P0079,Tablets,3527.02,2,North West,Social
2023-07-16,C2182,P0012,Monitors,2369.88,4,Wales,Paid
2024-03-15,C2606,P0086,Monitors,744.0,2,London,Social
2023-07-13,C2194,P0093,Accessories,5412.75,3,North West,Paid
2023-02-24,C2579,P0100,Laptops,5446.71,3,North West,Social
2024-05-15,C0858,P0095,Smartphones,174.85,1,South West,Social
2023-03-08,C0686,P0085,Smartphones,5346.04,4,Wales,Paid
2024-04-20,C0734,P0020,Laptops,4418.94,3,Wales,Paid
2024-05-09,C2932,P0044,Smartphones,7322.48,4,South West,Organic
2024-02-15,C2614,P0043,Accessories,572.09,1,Scotland,Organic
2023-07-27,C1852,P0008,Monitors,2447.88,2,North East,Organic
2024-03-11,C1545,P0082,Laptops,434.04,2,Wales,Organic
2023-03-28,C0551,P0044,Smartphones,1830.62,1,West Midlands,Paid
2023-12-27,C0943,P0088,Accessories,1930.51,1,South West,Paid
2023-12-11,C1746,P0047,Accessories,3285.92,4,South West,Paid
2024-01-12,C2038,P0025,Tablets,3527.52,3,West Midlands,Paid
2023-07-03,C1810,P0034,Networking,3752.96,2,West Midlands,Referral
2024-01-03,C0338,P0021,Monitors,880.23,3,South East,Social
2023-08-22,C0404,P0053,Accessories,755.89,1,South East,Paid
2023-07-25,C1368,P0004,Laptops,2739.12,2,Wales,Organic
2023-10-09,C0781,P0088,Accessories,3861.02,2,West Midlands,Organic
2023-11-03,C1155,P0013,Laptops,4589.01,3,North East,Email
2023-01-13,C1934,P0029,Smartphones,3479.28,2,North East,Organic
2023-08-03,C1944,P0031,Networking,3353.04,2,South West,Social
2024-04-17,C1396,P0098,Laptops,188.44,1,Wales,Social
2024-03-15,C2859,P0004,Laptops,5478.24,4,Scotland,Paid
2023-01-31,C1535,P0092,Networking,2634.52,2,North West,Paid
2023-01-10,C2048,P0018,Accessories,715.8,3,Wales,Organic
2024-03-11,C2809,P0070,Smartphones,4159.92,4,West Midlands,Paid
2023-01-24,C2325,P0009,Monitors,437.73,1,North West,Organic
2023-12-05,C2328,P0073,Monitors,4949.96,4,North East,Organic
2024-02-05,C0261,P0053,Accessories,3023.56,4,Scotland,Paid
2023-12-03,C2333,P0057,Smartphones,6378.2,4,West Midlands,Organic
2023-04-17,C2765,P0073,Monitors,2474.98,2,London,Social
2024-05-15,C0110,P0056,Laptops,696.08,2,Scotland,Organic
2024-01-31,C1163,P0039,Networking,2783.84,2,Scotland,Organic
2024-06-20,C0287,P0083,Accessories,6565.0,4,London,Paid
2023-01-12,C0704,P0073,Monitors,3712.47,3,North East,Paid
2023-04-24,C0529,P0064,Monitors,6056.84,4,South West,Social
2024-02-03,C0846,P0086,Monitors,744.0,2,Scotland,Paid
2024-05-01,C0651,P0050,Networking,3434.01,3,Scotland,Paid
2024-04-14,C1129,P0040,Smartphones,2770.0,2,London,Email
2024-04-01,C0263,P0032,Smartphones,3087.4,4,Scotland,Paid
2024-05-17,C1885,P0019,Tablets,4909.08,4,London,Social
2023-10-22,C2648,P0002,Networking,2345.24,4,Wales,Social
2023-11-01,C1602,P0034,Networking,3752.96,2,North East,Organic
2024-03-18,C1876,P0086,Monitors,1488.0,4,North West,Referral
2023-04-08,C1612,P0060,Accessories,1081.77,1,Scotland,Social
2023-06-11,C1122,P0043,Accessories,1716.27,3,South East,Referral
2023-08-11,C2022,P0008,Monitors,4895.76,4,South East,Email
2023-03-20,C0431,P0037,Networking,1582.14,3,North East,Paid
2023-09-16,C0850,P0086,Monitors,372.0,1,South West,Organic
2024-04-17,C1562,P0099,Networking,494.4,3,North East,Social
2024-02-11,C0155,P0070,Smartphones,1039.98,1,West Midlands,Organic
2023-05-20,C1340,P0003,Smartphones,1288.4,4,South West,Paid
2023-03-26,C2247,P0057,Smartphones,3189.1,2,South West,Organic
2023-10-13,C0661,P0054,Smartphones,2087.16,2,London,Referral
2023-07-01,C1205,P0068,Networking,1757.91,1,North East,Organic
2023-01-12,C2775,P0008,Monitors,3671.82,3,North West,Paid
2023-07-02,C0888,P0042,Laptops,1619.84,1,Scotland,Paid
2023-02-18,C2601,P0044,Smartphones,1830.62,1,North East,Referral
2024-03-30,C0215,P0093,Accessories,1804.25,1,London,Social
2023-07-26,C1023,P0008,Monitors,3671.82,3,Scotland,Organic
2023-01-17,C1728,P0040,Smartphones,1385.0,1,London,Paid
2023-07-16,C2786,P0056,Laptops,348.04,1,Scotland,Email
2023-04-09,C2721,P0046,Tablets,929.24,2,North West,Organic
2024-06-08,C0442,P0060,Accessories,3245.31,3,Wales,Referral
2023-07-14,C2559,P0068,Networking,3515.82,2,North East,Email
2023-05-04,C0952,P0097,Smartphones,2394.92,2,South East,Paid
2023-06-27,C0062,P0081,Smartphones,7048.48,4,Wales,Organic
2023-08-06,C1880,P0062,Laptops,2753.1,2,South East,Referral
2023-10-13,C2663,P0022,Accessories,610.98,3,London,Organic
2023-08-12,C1684,P0065,Networking,2140.02,3,South West,Email
2023-04-15,C2919,P0037,Networking,1054.76,2,West Midlands,Email
2023-11-29,C2585,P0063,Laptops,5517.36,4,North West,Paid
2023-11-22,C2730,P0047,Accessories,3285.92,4,South East,Paid
2024-04-04,C1567,P0040,Smartphones,2770.0,2,London,Organic
2023-05-08,C1266,P0053,Accessories,1511.78,2,North East,Social
2023-03-23,C0246,P0100,Laptops,3631.14,2,Wales,Paid
2023-07-26,C0622,P0098,Laptops,753.76,4,Scotland,Referral
2023-09-01,C2971,P0006,Accessories,447.92,4,Wales,Organic
2023-11-22,C2637,P0025,Tablets,1175.84,1,North East,Referral
2023-10-23,C0098,P0090,Networking,884.48,2,Wales,Paid
2023-07-30,C2210,P0025,Tablets,1175.84,1,Scotland,Social
2023-08-16,C2491,P0093,Accessories,7217.0,4,Wales,Organic
2023-01-07,C0265,P0019,Tablets,4909.08,4,South East,Email
2023-02-23,C2599,P0065,Networking,1426.68,2,Scotland,Organic
2023-06-27,C2428,P0046,Tablets,929.24,2,Scotland,Paid
2024-03-12,C2970,P0054,Smartphones,4174.32,4,West Midlands,Organic
2023-07-22,C1004,P0049,Tablets,1289.12,4,North West,Referral
2023-11-07,C1169,P0017,Tablets,997.24,4,Scotland,Organic
2024-05-07,C0328,P0027,Networking,1483.2,3,North East,Paid
2024-04-27,C1808,P0011,Accessories,1919.44,4,North East,Social
2024-05-08,C0082,P0027,Networking,1977.6,4,North East,Social
2023-11-04,C2438,P0087,Monitors,3502.48,2,North West,Organic
2024-04-19,C1253,P0038,Accessories,3159.76,4,West Midlands,Paid
2024-05-07,C0295,P0041,Laptops,1489.92,3,North West,Social
2023-07-20,C0634,P0001,Networking,534.2,2,London,Organic
2024-05-27,C2992,P0073,Monitors,3712.47,3,South West,Paid
2024-03-01,C1617,P0087,Monitors,5253.72,3,North East,Paid
